    0.121332689178316571E+03    0.541856698623460247E+02    0.115813060757308136E+03   -0.155704094403066648E+03
    0.120623476805650853E+03    0.585241113012562408E+02    0.111080260068513056E+03   -0.155143871741538703E+03
    0.117149653825717820E+03    0.585728663045832505E+02    0.112869566978274960E+03   -0.155050598528069116E+03
    0.113968947600768431E+03    0.547621563557659883E+02    0.107342684789484707E+03   -0.154833196685812283E+03
    0.119082444896966010E+03    0.568519571961332346E+02    0.118182496638887955E+03   -0.154591597908691881E+03
    0.116745937238748525E+03    0.534667890457222654E+02    0.106718157676014329E+03   -0.154511616064081409E+03
    0.118260525729335228E+03    0.598548972400303256E+02    0.101305669916969066E+03   -0.154279408704264995E+03
    0.119245021878255514E+03    0.578027597717599519E+02    0.114353243438627800E+03   -0.154235893996035571E+03
    0.122661695776381251E+03    0.571838908858160764E+02    0.110668703472510231E+03   -0.154208033406627322E+03
    0.117414673062857531E+03    0.537165689887557249E+02    0.108745158177180969E+03   -0.154126422874730395E+03
    0.122234030459959726E+03    0.560920924719770326E+02    0.113079681894564558E+03   -0.153732077753717135E+03
    0.124023507125826512E+03    0.569970491510073032E+02    0.105559816683173096E+03   -0.153672720338135576E+03
    0.117041640695468004E+03    0.571150928228756740E+02    0.114300801270337089E+03   -0.153568088064480065E+03
    0.121379144707735591E+03    0.588625110488151719E+02    0.101506603456615196E+03   -0.153024023162668669E+03
    0.118892146063858888E+03    0.548118156637835412E+02    0.112860696998721096E+03   -0.153018707668854347E+03
    0.116107043218832331E+03    0.535590780143059817E+02    0.102311725071524393E+03   -0.152996248049445086E+03
    0.113532514271007756E+03    0.573260703441794561E+02    0.103865489796145951E+03   -0.152840690087256746E+03
    0.118273217768682017E+03    0.574548300428158427E+02    0.112324994123882362E+03   -0.152825838969434983E+03
    0.120164123245031433E+03    0.527376706337053776E+02    0.100263742012829269E+03   -0.152815875691826335E+03
    0.122896781849591946E+03    0.547078929328670895E+02    0.108235018089332385E+03   -0.152796356457549621E+03
    0.114991316696445494E+03    0.546082099835254553E+02    0.105021385763597365E+03   -0.152787385367499752E+03
    0.124735333551255508E+03    0.561129848432765925E+02    0.103144759484000247E+03   -0.152746247474168740E+03
    0.113277300022957945E+03    0.553544022476875810E+02    0.101595375652370990E+03   -0.152743009026773706E+03
    0.118775377628125113E+03    0.545224647722687905E+02    0.110841408989246901E+03   -0.152624683692563991E+03
    0.115727496734035924E+03    0.591714874970646107E+02    0.101069224281493092E+03   -0.152624387155995805E+03
    0.112927698735922618E+03    0.557743506066133605E+02    0.100290626029142260E+03   -0.152398536217841638E+03
    0.116761014461913661E+03    0.585305657830765398E+02    0.105681714370295225E+03   -0.152358333681530894E+03
    0.122973190662914149E+03    0.541853137164245524E+02    0.105303819976996380E+03   -0.152308989210025743E+03
    0.119028203014808000E+03    0.584082697463157530E+02    0.106607181921768515E+03   -0.152302791067451210E+03
    0.121991906700354477E+03    0.581399436802205329E+02    0.103075064644845398E+03   -0.152216265361349912E+03
    0.113414461217194159E+03    0.575875539428072329E+02    0.101207317009254140E+03   -0.152211575727346855E+03
    0.116000950168166767E+03    0.551209229167683716E+02    0.108131561985934567E+03   -0.152154011124581785E+03
    0.120502175447740868E+03    0.563888916492034582E+02    0.111915445520791280E+03   -0.152132888224878911E+03
    0.122246131941259307E+03    0.560699595519397604E+02    0.109413066718617230E+03   -0.152132208758230007E+03
    0.120393091916088210E+03    0.538117970474550589E+02    0.106366067059283168E+03   -0.152112731708346104E+03
    0.114346688596573628E+03    0.572167972420514985E+02    0.104788983022154994E+03   -0.152048981337537896E+03
    0.120619594302167485E+03    0.586191292076699284E+02    0.102537405135143928E+03   -0.152004773336750389E+03
    0.114416903833916592E+03    0.584042871400118031E+02    0.100956751057222363E+03   -0.152000698952719148E+03
    0.116655843746892515E+03    0.561744992726778918E+02    0.110717929121809078E+03   -0.151990442674991584E+03
