    0.112283592224121094E+03    0.159045660495758057E+03    0.146869993209838867E+03   -0.356609102271720076E+03   -0.599146350544150419E+01    1
    0.521137046813964844E+02    0.260957157611846924E+03    0.148083961009979248E+03   -0.347454269967412245E+03   -0.599396350544151169E+01    1
    0.518493938446044922E+02    0.278832707405090332E+03    0.174779558181762695E+03   -0.339590657193056074E+03   -0.599646350544151474E+01    1
    0.583217144012451172E+02    0.152886986732482910E+03    0.161222761869430542E+03   -0.335214815523920890E+03   -0.599896350544151957E+01    1
    0.145463066101074219E+03    0.357103750705718994E+03    0.157680153846740723E+03   -0.328378134754886389E+03   -0.600146350544151552E+01    1
    0.133015413284301758E+03    0.298410408496856689E+03    0.130630666017532349E+03   -0.327598046390512650E+03   -0.600396350544151858E+01    1
    0.135335245132446289E+03    0.100546038150787354E+03    0.186704337596893311E+03   -0.318164169114917797E+03   -0.600646350544151630E+01    1
    0.186940393447875977E+03    0.802319526672363281E+02    0.116178977489471436E+03   -0.309743672939269175E+03   -0.600896350544152469E+01    1
    0.112461729049682617E+03    0.310760543346405029E+03    0.185205733776092529E+03   -0.309674442750420724E+03   -0.601146350544151886E+01    1
    0.680191135406494141E+02    0.248138859272003174E+03    0.102759349346160889E+03   -0.306881412775316107E+03   -0.601396350544150859E+01    1
    0.147449188232421875E+03    0.304355213642120361E+03    0.145814919471740723E+03   -0.306859122493381108E+03   -0.601646350544151520E+01    1
    0.137311820983886719E+03    0.167606563568115234E+03    0.115997928380966187E+03   -0.305730994948052285E+03   -0.601896350544151559E+01    1
    0.118204364776611328E+03    0.249149043560028076E+03    0.115656536817550659E+03   -0.302035481388143296E+03   -0.602146350544152753E+01    1
    0.184619073867797852E+03    0.209894442558288574E+03    0.184807050228118896E+03   -0.301368794022109114E+03   -0.602396350544153325E+01    1
    0.114602251052856445E+03    0.210484549999237061E+03    0.182140344381332397E+03   -0.299987333045264847E+03   -0.602646350544152298E+01    1
    0.712633609771728516E+02    0.159031455516815186E+03    0.169495177268981934E+03   -0.296494411967207213E+03   -0.602896350544150561E+01    1
    0.161653842926025391E+03    0.671937346458435059E+02    0.366740107536315918E+03   -0.293760193886380421E+03   -0.603146350544150955E+01    1
    0.179062242507934570E+03    0.152090370655059814E+03    0.249655193090438843E+03   -0.293670900393054183E+03   -0.603396350544152682E+01    1
    0.116518001556396484E+03    0.294810132980346680E+03    0.273968452215194702E+03   -0.292893708872691263E+03   -0.603646350544153165E+01    1
    0.190449428558349609E+03    0.272046310901641846E+03    0.335958272218704224E+03   -0.289014225612113592E+03   -0.603896350544152227E+01    1
    0.124247245788574219E+03    0.273463010787963867E+01    0.221995663642883301E+03   -0.288659501567884661E+03   -0.604146350544151556E+01    1
    0.145594196319580078E+03    0.307362291812896729E+03    0.203841722011566162E+03   -0.287525121035535960E+03   -0.604396350544152039E+01    1
    0.110958147048950195E+03    0.821348404884338379E+02    0.283715438842773438E+03   -0.287321594801989988E+03   -0.604646350544152966E+01    1
    0.150598440170288086E+03    0.215157129764556885E+03    0.250694763660430908E+03   -0.286122971775409042E+03   -0.604896350544152206E+01    1
    0.146545372009277344E+03    0.214214000701904297E+03    0.256971615552902222E+03   -0.285978980596734687E+03   -0.605146350544152156E+01    1
    0.134763174057006836E+03    0.168337862491607666E+03    0.188447183370590210E+03   -0.285669252219780731E+03   -0.605396350544152995E+01    1
    0.132407341003417969E+03    0.165761890411376953E+03    0.248396754264831543E+03   -0.284098656871666492E+03   -0.605646350544151790E+01    1
    0.153937110900878906E+03    0.228074326515197754E+03    0.201921904087066650E+03   -0.283773170800822584E+03   -0.605896350544151829E+01    1
    0.139446268081665039E+03    0.970200705528259277E+02    0.317424100637435913E+03   -0.283635206913529089E+03   -0.606146350544153112E+01    1
    0.185775899887084961E+03    0.298779523372650146E+03    0.170037949085235596E+03   -0.283591286399401099E+03   -0.606396350544153950E+01    1
    0.170507564544677734E+03    0.645930862426757812E+02    0.672038847208023071E+03   -0.282788800770663215E+03   -0.606646350544153368E+01    1
    0.125167293548583984E+03    0.243831682205200195E+03    0.246421307325363159E+03   -0.282488753298235792E+03   -0.606896350544153407E+01    1
    0.152616672515869141E+03    0.347743227481842041E+03    0.276296234130859375E+03   -0.281996607577435782E+03   -0.607146350544153712E+01    1
    0.648212718963623047E+02    0.290418155193328857E+03    0.257375556230545044E+03   -0.281518114789921981E+03   -0.607396350544151886E+01    1
    0.670550155639648438E+02    0.160494740009307861E+03    0.288687127828598022E+03   -0.281365675076886646E+03   -0.607646350544150149E+01    1
    0.177084274291992188E+03    0.207677671909332275E+03    0.307005703449249268E+03   -0.281163583942569346E+03   -0.607896350544150277E+01    1
    0.145420103073120117E+03    0.207636001110076904E+03    0.311662876605987549E+03   -0.280880606111244447E+03   -0.608146350544151737E+01    1
    0.173458003997802734E+03    0.352928967475891113E+03    0.289138919115066528E+03   -0.280586792652440863E+03   -0.608396350544153197E+01    1
    0.166880226135253906E+03    0.580164813995361328E+02    0.523960739374160767E+03   -0.280189709859658421E+03   -0.608646350544153236E+01    1
    0.189621782302856445E+03    0.276102840900421143E+03    0.549455404281616211E+03   -0.280171711065336012E+03   -0.608896350544152032E+01    1
    0.482658290863037109E+02    0.275948345661163330E+03    0.520604813098907471E+03   -0.279925246492257031E+03   -0.609146350544151804E+01    1
    0.128125114440917969E+03    0.973416566848754883E+02    0.381284385919570923E+03   -0.278876808028878600E+03   -0.609396350544151844E+01    1
    0.500367832183837891E+02    0.126818833351135254E+03    0.234375023841857910E+03   -0.278723136415445538E+03   -0.609646350544151083E+01    1
    0.108863916397094727E+03    0.785930800437927246E+02    0.350549650192260742E+03   -0.278541096480605916E+03   -0.609896350544150234E+01    1
    0.922984123229980469E+02    0.298496689796447754E+03    0.252018970251083374E+03   -0.278418637332218964E+03   -0.610146350544149918E+01    1
    0.138447952270507812E+03    0.979747223854064941E+02    0.406581211090087891E+03   -0.278343320560938707E+03   -0.610396350544150579E+01    1
